"@timestamp","data.win.system.eventID","agent.name","data.win.eventdata.authenticationPackageName","data.win.system.processID","data.win.system.systemTime","data.win.eventdata.logonType","data.win.eventdata.logonProcessName","data.win.eventdata.targetUserName"
"Apr 20, 2025 @ 16:00:58.597",4624,"LAB3-09",Negotiate,1072,"2025-04-20T11:02:14.2770369Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 16:00:58.592",4624,"LAB3-09",Negotiate,1072,"2025-04-20T11:02:14.2759911Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 16:00:53.790",4624,"LAB3-10",Negotiate,1032,"2025-04-20T11:02:09.4134324Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:59:55.184",4625,"LAB3-11",Negotiate,892,"2025-04-20T11:01:10.0486195Z",2,User32,"bsit22f.0013"
"Apr 20, 2025 @ 15:58:53.656",4625,"LAB3-11",Negotiate,892,"2025-04-20T11:00:08.4888022Z",2,User32,"bsit22f.0013"
"Apr 20, 2025 @ 15:58:27.875",4624,"LAB3-11",Negotiate,892,"2025-04-20T10:59:43.3653413Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:58:27.864",4624,"LAB3-11",Negotiate,892,"2025-04-20T10:59:42.7303794Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:58:27.863",4624,"LAB3-11",Negotiate,892,"2025-04-20T10:59:42.6936653Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:58:16.992",4625,"LAB3-10",Negotiate,1032,"2025-04-20T10:59:32.6268159Z",2,User32,"bsit22f.0020"
"Apr 20, 2025 @ 15:58:13.712",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:59:29.3910830Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:57:55.489",4625,"LAB3-10",Negotiate,1032,"2025-04-20T10:59:11.1287503Z",2,User32,"bsit22f.0020"
"Apr 20, 2025 @ 15:57:33.727",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:58:49.3574064Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:55:33.683",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:56:49.3653883Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:54:53.669",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:56:09.3082699Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:52:53.654",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:54:09.3400883Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:52:13.647",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:53:29.2924887Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:50:36.587",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T10:51:53.1128297Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:50:36.587",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T10:51:53.7022719Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:50:32.695",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T10:51:49.3215870Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:50:32.694",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T10:51:49.2136358Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:50:21.812",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:50:21.4113036Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:50:17.422",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T10:51:33.9438502Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:50:13.627",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:51:29.3158808Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:50:13.536",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T10:51:30.4775327Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:50:13.520",4624,"CP-AKT-002912",Kerberos,880,"2025-04-20T10:51:30.0599000Z",3,Kerberos,"ADMANAGER$"
"Apr 20, 2025 @ 15:50:13.510",4624,"CP-AKT-002912",NTLM,880,"2025-04-20T10:51:30.0245644Z",3,NtLmSsp,Administrator
"Apr 20, 2025 @ 15:50:13.510",4624,"CP-AKT-002912",NTLM,880,"2025-04-20T10:51:30.0559529Z",3,NtLmSsp,"ADMANAGER$"
"Apr 20, 2025 @ 15:50:13.510",4624,"CP-AKT-002912",Kerberos,880,"2025-04-20T10:51:30.0424858Z",3,Kerberos,Administrator
"Apr 20, 2025 @ 15:50:05.239",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:51:20.9366872Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:49:33.618",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:50:49.2695332Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:48:27.236",4624,"LAB3-10",Kerberos,1032,"2025-04-20T10:49:43.1326073Z",3,Kerberos,"LAB3-10$"
"Apr 20, 2025 @ 15:48:27.226",4624,"LAB3-10",Kerberos,1032,"2025-04-20T10:49:42.8857728Z",3,Kerberos,"LAB3-10$"
"Apr 20, 2025 @ 15:48:06.735",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:49:22.3760245Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:46:53.572",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:48:09.2648502Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:46:13.547",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:47:29.2114316Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:45:00.582",4624,"LAB3-10",Kerberos,1032,"2025-04-20T10:46:16.3179739Z",3,Kerberos,"ADMANAGER$"
"Apr 20, 2025 @ 15:45:00.568",4624,"LAB3-10",NTLM,1032,"2025-04-20T10:46:16.3054404Z",3,NtLmSsp,"ADMANAGER$"
"Apr 20, 2025 @ 15:45:00.563",4624,"LAB3-10",Kerberos,1032,"2025-04-20T10:46:16.2625901Z",3,Kerberos,Administrator
"Apr 20, 2025 @ 15:45:00.557",4624,"LAB3-10",Kerberos,1032,"2025-04-20T10:46:16.2296041Z",3,Kerberos,Administrator
"Apr 20, 2025 @ 15:43:33.484",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:44:49.1820650Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:42:53.526",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:44:09.1988143Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:41:14.213",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:42:30.4246204Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:41:14.207",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:42:29.8852436Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:39:33.474",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:40:49.1737203Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:39:28.390",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:39:28.1054188Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:39:28.385",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:39:27.9892612Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:38:13.435",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:39:29.1319590Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:36:39.341",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:36:38.9525600Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:36:32.637",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:36:32.2508386Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:36:13.451",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:37:29.1590334Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:35:33.444",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:36:49.1378296Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:33:33.414",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:34:49.1246165Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:32:53.433",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:34:09.1289737Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:31:05.452",4624,"LAB3-11",Negotiate,892,"2025-04-20T10:32:21.2338732Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:31:05.452",4624,"LAB3-11",Negotiate,892,"2025-04-20T10:32:20.6575029Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:30:53.355",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:32:09.0682339Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:30:13.407",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:31:29.1078118Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:29:20.890",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:29:20.5067808Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:27:33.344",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:28:49.0664783Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:26:53.320",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:28:09.0227523Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:26:43.677",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:27:59.3839731Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:26:37.814",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:27:54.0677131Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:26:37.809",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:27:53.5383122Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:26:02.429",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:27:18.1645332Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:24:13.277",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:25:29.0063988Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:23:33.275",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:24:48.9683352Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:22:29.392",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:22:28.9956447Z",2,User32,Project
"Apr 20, 2025 @ 15:22:29.387",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:22:28.9956359Z",2,User32,Project
"Apr 20, 2025 @ 15:22:24.989",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:22:24.6021097Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:22:23.529",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:23:39.2362294Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:22:21.378",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:23:37.1190550Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:21:22.837",4624,"LAB3-11",Negotiate,892,"2025-04-20T10:22:37.7253438Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:20:13.238",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:21:28.9690606Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:19:33.227",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:20:48.9288933Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:19:23.641",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:19:23.2614453Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:19:22.581",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:19:22.4619818Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:19:22.578",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:19:22.2534139Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:19:22.576",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:19:22.1965699Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:18:26.289",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:18:25.9956318Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:18:26.281",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:18:25.9017434Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:16:53.186",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:18:08.9279014Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:16:13.151",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:17:28.8721431Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:14:13.159",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:15:28.9050824Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:13:33.180",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:14:48.8980546Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:11:57.873",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:13:13.6369549Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:11:57.869",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:13:13.6357261Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:11:33.069",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:12:48.8361022Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:11:20.028",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T10:11:20.0702096Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:11:02.508",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:12:18.3367592Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:11:02.507",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:12:18.2769946Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:10:53.115",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:12:08.8477203Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:09:56.654",4624,"LAB3-11",Negotiate,892,"2025-04-20T10:11:11.8357177Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:09:43.297",4624,"LAB3-11",Negotiate,892,"2025-04-20T10:10:58.4805381Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:08:53.031",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:10:08.7963288Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:07:33.033",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:08:48.7878638Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:06:51.324",4624,"LAB3-11",Kerberos,892,"2025-04-20T10:08:06.9803697Z",3,Kerberos,"LAB3-11$"
"Apr 20, 2025 @ 15:06:51.314",4624,"LAB3-11",Kerberos,892,"2025-04-20T10:08:06.5665290Z",3,Kerberos,"LAB3-11$"
"Apr 20, 2025 @ 15:05:32.986",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:06:48.7755174Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:04:13.016",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:05:28.7914484Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:00:52.961",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:02:08.7807466Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:00:52.758",4624,"LAB3-11",Negotiate,892,"2025-04-20T10:02:08.0895767Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:00:26.171",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:01:41.9990910Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:00:26.170",4624,"LAB3-09",Negotiate,1072,"2025-04-20T10:01:41.9979196Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 15:00:12.954",4624,"LAB3-10",Negotiate,1032,"2025-04-20T10:01:28.7318345Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:58:16.651",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:59:32.4888557Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:57:32.872",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:58:48.7153804Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:56:53.848",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T09:58:10.0300223Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:56:52.850",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:58:08.6316903Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:54:52.889",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:56:08.7446231Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:54:12.915",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:55:28.7022243Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:52:12.805",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:53:28.6560597Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:51:32.906",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:52:48.6987940Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:50:21.774",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:50:21.4211849Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:49:35.094",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T09:50:50.9178765Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:49:32.849",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:50:48.7114845Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:48:52.801",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:50:08.5992057Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:48:49.111",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T09:50:04.9490094Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:48:42.972",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T09:49:58.8032249Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:48:05.565",4624,"CP-AKT-002912",Kerberos,880,"2025-04-20T09:49:21.1987991Z",3,Kerberos,"ADMANAGER$"
"Apr 20, 2025 @ 14:48:05.533",4624,"CP-AKT-002912",NTLM,880,"2025-04-20T09:49:21.1928117Z",3,NtLmSsp,"ADMANAGER$"
"Apr 20, 2025 @ 14:48:05.500",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T09:49:20.8726733Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:48:05.467",4624,"CP-AKT-002912",Kerberos,880,"2025-04-20T09:49:18.9400529Z",3,Kerberos,Administrator
"Apr 20, 2025 @ 14:48:05.436",4624,"CP-AKT-002912",Kerberos,880,"2025-04-20T09:49:18.8889727Z",3,Kerberos,Administrator
"Apr 20, 2025 @ 14:48:05.403",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T09:48:42.4651868Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:48:05.372",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T09:48:42.1717938Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:48:05.314",4624,"CP-AKT-002912",Negotiate,880,"2025-04-20T09:48:38.5147957Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:47:20.500",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:48:36.3111583Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:46:12.760",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:47:28.6183480Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:45:32.746",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:46:48.5462540Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:43:50.555",4624,"LAB3-10",Kerberos,1032,"2025-04-20T09:45:06.4176092Z",3,Kerberos,"ADMANAGER$"
"Apr 20, 2025 @ 14:43:50.540",4624,"LAB3-10",NTLM,1032,"2025-04-20T09:45:06.4054357Z",3,NtLmSsp,"ADMANAGER$"
"Apr 20, 2025 @ 14:43:50.522",4624,"LAB3-10",Kerberos,1032,"2025-04-20T09:45:06.3667833Z",3,Kerberos,Administrator
"Apr 20, 2025 @ 14:43:50.517",4624,"LAB3-10",Kerberos,1032,"2025-04-20T09:45:06.3362351Z",3,Kerberos,Administrator
"Apr 20, 2025 @ 14:43:16.573",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:44:32.4447987Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:42:52.608",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:44:08.4853270Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:41:04.758",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:42:21.0938778Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:41:04.752",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:42:20.5610696Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:40:58.668",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:40:58.3309254Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:40:52.614",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:42:08.4308426Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:38:33.206",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:38:32.8663300Z",2,User32,Project
"Apr 20, 2025 @ 14:38:33.204",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:38:32.8663216Z",2,User32,Project
"Apr 20, 2025 @ 14:38:27.989",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:38:27.6515860Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:38:27.028",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:38:23.6827597Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:38:12.556",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:39:28.4236889Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:37:32.548",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:38:48.3765569Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:36:43.839",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:37:59.7217956Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:35:49.855",4624,"LAB3-11",Negotiate,892,"2025-04-20T09:37:05.1320724Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:35:29.000",4624,"LAB3-11",Negotiate,892,"2025-04-20T09:36:44.2869694Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:34:52.497",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:36:08.3628357Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:32:32.919",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:32:32.5875686Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:32:31.912",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:32:31.6390077Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:32:31.910",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:32:31.5767074Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:32:12.405",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:33:28.2895911Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:31:16.462",4624,"LAB3-09",Kerberos,1072,"2025-04-20T09:32:32.7704500Z",3,Kerberos,"LAB3-09$"
"Apr 20, 2025 @ 14:31:16.448",4624,"LAB3-09",Kerberos,1072,"2025-04-20T09:32:32.3327727Z",3,Kerberos,"LAB3-09$"
"Apr 20, 2025 @ 14:30:42.199",4624,"LAB3-11",Negotiate,892,"2025-04-20T09:31:58.3931583Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:30:42.198",4624,"LAB3-11",Negotiate,892,"2025-04-20T09:31:57.5836928Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:30:26.080",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:30:25.7492327Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:29:39.807",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:29:39.4785595Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:29:38.802",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:29:38.4691304Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:29:32.412",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:30:48.2858964Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:28:47.083",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:28:46.7469184Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:28:46.231",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:28:41.1437902Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:27:18.576",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:28:34.4699974Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:26:16.196",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:27:32.7784195Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:26:16.195",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:27:32.0840112Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:26:12.264",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:27:28.1618115Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:23:32.186",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:24:48.0902286Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:22:06.208",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:22:05.8833982Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:22:04.353",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:22:04.0405767Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:22:04.351",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:22:04.0206553Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:21:12.604",4624,"LAB3-11",Negotiate,892,"2025-04-20T09:22:27.9918812Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:20:52.118",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:22:08.0046718Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:20:37.013",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:20:37.5888128Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:20:37.011",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:20:36.6822105Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:20:37.010",4624,"DESKTOP-5JEIKFF",Negotiate,1016,"2025-04-20T09:20:36.6729166Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:18:12.122",4624,"LAB3-09",Negotiate,1072,"2025-04-20T09:19:28.0318490Z",5,Advapi,SYSTEM
"Apr 20, 2025 @ 14:17:32.109",4624,"LAB3-10",Negotiate,1032,"2025-04-20T09:18:47.9870158Z",5,Advapi,SYSTEM
